clip-index,trick-index,trick,switch / nollie,line,slowmo,obstacle,obstacle-detailed,location,video,year,notes,crust,,
4,4,switch bs crooked to forward,,,,rail,flat rail,to bank,OJ Wheels,2015,,1,,

5,5,bs carve,,1, ,transition,pool,,OJ Wheels,2015,several of these,,,

5,6,bs carve to fs revert,,1,,transition,pool,,OJ Wheels,2015, ,,,

6,7,bs wallride,,,,wall,bank to wall,,OJ Wheels,2015,,1,,

7,8,fs shove to blunt to fakie,,,,transition,street quarter,ditch,OJ Wheels,2015,,1,,

8,9,bs 180 to switch 5-0 stall to bs revert,,,,transition,street quarter,ditch,OJ Wheels,2015,,1,,

9,10,switch bs boardslide to forward,1,,,transition,street quarter,,OJ Wheels,2015,,1,,

10,11,bs bluntslide to fakie,,,,ledge,banked ledge,,OJ Wheels,2015,,,,

11,12,bs wallride,,,,wall,quarter to wall,,OJ Wheels,2015,,1,,

12,12,bs wallride,,, ,wall,quarter to wall,,OJ Wheels,2015,alternate take of trick 14,1,,

13,13,fs kickflip,,,,transition,quarter to quarter,,OJ Wheels,2015,,1,,

14,14,fs ollie to fs tailslide,,1,,ledge,banked ledge,gap to,OJ Wheels,2015,,1,,

14,15,hippie jump,,1,,flat,,,OJ Wheels,2015,,1,,

15,16,noseblunt stall yank out,,,,transition,into quarter,ditch,OJ Wheels,2015,,1,,

16,17,kickflip to bs wallride,,,,wall,down stairs,,OJ Wheels,2015,slam,,,
